state,i_urban,age,i_asian,i_black,i_hispanic,i_indigenous,i_white,i_female,i_male,education,i_grad_college,i_married,personal_income,i_foodstamps,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting
GA,1,34,0,0,1,0,1,0,1,16,1,1,10.2,0,0,1,452,479,25
GA,1,54,0,0,0,0,1,0,1,12,0,1,4.58,0,1,1,572,619,45
GA,1,43,0,0,0,0,1,1,0,16,1,1,4,0,1,1,422,439,15
GA,1,34,0,0,0,0,1,0,1,13,0,1,6.7,0,1,1,845,854,12
GA,1,55,0,0,0,0,1,0,1,17,1,0,1.17,0,1,1,437,459,20
GA,1,33,0,0,0,0,1,0,1,16,1,1,8,0,1,1,462,484,20
GA,1,69,0,0,0,0,1,0,1,17,1,1,21.93,0,1,1,482,499,15
GA,1,23,0,0,0,0,1,0,1,16,1,1,7.5,0,0,1,332,364,30
GA,1,38,0,0,0,0,1,0,1,13,0,1,5.5,0,1,1,422,484,60
GA,1,27,0,1,1,0,0,1,0,16,1,0,2.64,0,1,1,562,589,25
GA,1,25,0,0,0,0,1,0,1,13,0,0,2.05,0,1,1,975,994,15
GA,1,44,0,1,0,0,0,1,0,17,1,1,6.2,0,1,1,422,439,15
GA,1,55,0,0,0,0,1,1,0,16,1,0,1.7,1,1,1,542,584,40
GA,1,43,0,0,1,0,1,0,1,8,0,1,3.4,0,1,1,392,439,45
GA,1,34,0,1,0,0,0,1,0,12,0,1,2.3,0,1,1,482,514,30
GA,1,31,0,0,0,0,1,1,0,16,1,1,7.25,0,1,1,467,489,20
GA,1,45,0,1,0,0,0,1,0,17,1,1,4.39,0,1,1,482,529,45
GA,1,45,0,0,0,0,1,0,1,12,0,1,3,0,1,1,362,414,50
GA,1,29,0,0,1,0,0,0,1,13,0,0,3,0,0,1,755,799,45
GA,1,49,1,0,0,0,0,0,1,17,1,0,13,0,1,1,482,529,45
GA,1,62,0,1,0,0,0,1,0,14,0,0,5,0,0,1,422,484,60
GA,1,44,0,1,0,0,0,1,0,17,1,1,6.5,0,1,1,497,539,40
GA,1,41,0,1,0,0,0,0,1,13,0,0,4,0,1,1,332,339,5
GA,1,57,0,1,0,0,0,0,1,16,1,1,16.85,0,1,1,347,499,150
GA,1,28,0,0,0,0,1,0,1,16,1,0,5,0,1,1,557,569,10
GA,1,50,0,1,0,0,0,0,1,17,1,1,5.5,0,1,1,497,519,20
GA,1,60,0,0,0,0,1,0,1,17,1,1,47.1,0,1,1,437,459,20
GA,1,61,0,0,0,0,1,0,1,12,0,1,7,0,1,1,332,364,30
GA,1,68,0,1,0,0,0,0,1,12,0,1,7.9,0,1,0,1185,1189,15
GA,1,65,0,0,0,0,1,1,0,12,0,0,5,0,1,0,392,429,35
GA,1,51,0,0,0,0,1,0,1,12,0,1,5.7,0,0,1,422,434,10
GA,1,27,0,1,0,0,0,1,0,16,1,0,0.48,1,1,1,482,504,20
GA,1,33,1,0,0,0,0,0,1,16,1,1,9,0,1,1,572,624,50
GA,1,48,0,0,0,0,1,0,1,14,0,1,5,0,1,1,572,674,100
GA,1,41,0,0,0,0,1,0,1,13,0,1,12,0,1,1,362,404,40
GA,1,38,1,0,0,0,0,0,1,17,1,1,8,0,1,1,482,504,20
GA,1,46,0,0,0,0,1,1,0,16,1,0,2.9,0,1,1,402,414,10
GA,1,43,0,1,0,0,0,0,1,16,1,1,3.5,0,1,1,362,374,10
GA,1,43,0,0,0,0,1,1,0,14,0,1,1.2,0,1,1,542,634,90
GA,1,38,0,0,1,0,0,0,1,12,0,1,2.8,0,0,1,362,424,60
GA,1,48,0,0,1,0,0,0,1,12,0,0,6,0,0,1,785,799,15
GA,1,41,0,1,0,0,0,0,1,16,1,1,3.2,1,0,1,362,379,15
GA,1,45,0,1,0,0,0,1,0,13,0,1,6.5,0,1,1,482,529,45
GA,1,45,0,1,0,0,0,1,0,12,0,0,9.1,1,1,1,452,474,20
GA,1,49,0,1,0,0,0,0,1,17,1,1,5,0,1,1,452,544,90
GA,1,59,0,0,0,0,0,1,0,13,0,0,0.9,0,1,1,422,459,35
GA,1,58,0,0,1,0,0,1,0,12,0,0,1,1,1,1,392,414,20
GA,1,61,0,0,0,0,1,1,0,16,1,0,10,0,1,1,452,484,30
GA,1,62,0,0,0,0,1,1,0,17,1,1,3.8,0,1,1,422,434,12
GA,1,58,0,0,0,0,1,0,1,12,0,0,14.1,0,1,1,422,469,45
GA,1,29,0,0,1,0,1,0,1,11,0,0,2,1,0,1,572,634,60
GA,1,38,0,0,0,0,1,0,1,12,0,1,3,0,1,1,332,394,60
GA,1,56,0,0,0,0,1,1,0,17,1,0,8.5,0,1,1,482,504,20
GA,1,75,0,0,0,0,1,0,1,17,1,1,7.67,0,1,1,407,469,60
GA,1,54,0,0,0,0,1,0,1,12,0,0,7.4,0,1,1,275,279,8
GA,1,39,0,1,0,0,0,0,1,17,1,1,15,0,0,1,482,489,5
GA,1,62,0,1,0,0,0,1,0,16,1,1,8.9,0,1,1,362,424,60
GA,1,19,0,0,0,0,0,1,0,12,0,0,1.58,0,0,1,302,324,20
GA,1,25,0,1,0,0,0,1,0,12,0,0,1.03,0,1,1,482,504,20
GA,1,29,0,1,0,0,0,1,0,12,0,0,0.42,0,1,0,1115,1124,5
GA,1,28,0,0,0,0,1,0,1,12,0,1,5.6,0,1,1,275,324,50
GA,1,24,0,0,0,0,1,1,0,13,0,0,1.5,0,1,1,482,499,15
GA,1,56,0,0,0,0,1,0,1,13,0,1,9,0,1,1,295,339,45
GA,1,57,0,0,0,0,1,0,1,14,0,1,6.3,0,1,1,302,329,25
GA,1,23,0,0,1,0,1,0,1,12,0,0,2.8,0,1,0,362,369,5
GA,1,31,0,0,0,0,1,1,0,12,0,0,6.2,0,1,1,422,449,25
GA,1,27,0,0,0,0,1,0,1,13,0,1,4.5,0,1,1,452,474,20
NA,0,18,0,0,0,0,0,1,0,12,0,0,4.48,0,0,1,725,734,10
NA,1,55,0,0,0,0,0,1,0,14,0,1,2.8,0,1,1,437,454,15
NA,1,54,0,0,0,0,0,0,1,12,0,1,9,0,1,1,392,399,5
NA,1,53,1,0,0,0,0,0,1,16,1,1,6.8,0,1,1,285,294,5
NA,1,35,1,0,0,0,0,1,0,16,1,0,4.3,0,1,1,392,409,15
NA,1,72,0,0,0,0,0,1,0,12,0,1,11.434,0,1,1,332,364,30
NA,1,23,0,0,0,0,0,0,1,14,0,0,0.96,0,1,1,572,599,25
NA,1,67,1,0,0,0,0,0,1,12,0,1,3.63,1,1,1,935,944,10
NA,1,55,0,0,0,0,0,0,1,12,0,1,7.9,0,1,1,275,304,30
NA,1,50,0,0,1,0,0,0,1,12,0,0,2.4,0,1,1,482,494,10
NA,1,52,0,0,0,0,1,0,1,14,0,0,3.13,0,1,1,755,784,25
NA,1,29,0,0,0,0,0,1,0,13,0,1,2,0,1,1,472,479,7
NA,1,61,0,0,0,0,0,0,1,13,0,1,6,0,1,1,467,484,15
NA,1,23,1,0,0,0,0,0,1,12,0,0,1.16,0,1,1,362,379,15
NA,1,51,1,0,0,0,0,1,0,17,1,1,9.7,0,1,1,497,504,5
NA,1,43,1,0,0,0,0,0,1,16,1,0,6.76,0,1,1,512,519,5
NA,1,58,1,0,0,0,0,1,0,16,1,1,5,0,1,1,452,474,20
NA,1,31,0,1,0,0,0,0,1,12,0,0,9.4,0,1,1,362,374,10
NA,1,40,0,0,0,0,1,0,1,17,1,1,5.2,0,1,1,605,614,10
NA,1,61,0,1,0,0,0,0,1,13,0,0,3.5,0,1,1,452,499,45
NA,1,40,0,0,0,0,0,0,1,13,0,0,3,0,1,1,332,354,20
NA,1,33,1,0,0,0,0,0,1,12,0,0,1.6,0,1,0,765,794,25
NA,1,21,0,0,0,0,0,1,0,14,0,0,2,0,1,1,185,214,30
NA,1,30,0,0,0,0,1,0,1,16,1,1,9.12,0,1,1,362,454,90
NA,1,45,0,0,0,0,1,1,0,16,1,1,0.8,0,1,1,605,649,45
NA,1,53,0,0,0,0,1,0,1,16,1,1,14,0,1,1,422,464,40
NA,1,22,1,0,0,0,0,0,1,12,0,0,1.5,1,1,1,587,599,10
ID,0,41,0,0,1,0,1,1,0,14,0,0,2,0,1,1,422,464,40
ID,0,28,0,0,1,0,1,0,1,12,0,1,3.76,0,1,1,302,329,28
ID,0,33,0,0,0,0,1,0,1,12,0,0,0.4,0,1,1,965,974,13
ID,0,24,0,0,0,0,1,0,1,12,0,1,4.5,0,1,1,452,484,30
ID,0,50,1,0,0,0,0,1,0,14,0,0,3.2,0,1,1,392,404,10
ID,0,38,0,0,0,0,1,0,1,12,0,0,5.5,0,1,1,302,314,10
ID,0,56,0,0,0,0,1,0,1,14,0,1,7.66,0,1,1,422,439,15
ID,0,27,0,0,0,1,0,1,0,10,0,1,3.28,0,0,0,482,499,15
ID,0,36,0,0,0,0,1,1,0,17,1,1,1.1,0,1,1,542,594,54
ID,0,57,0,0,0,0,1,1,0,12,0,0,0.726,0,1,1,392,409,15
ID,0,58,0,0,0,0,1,0,1,14,0,1,5,0,1,1,362,384,20
ID,0,28,0,0,1,0,1,0,1,12,0,0,0.5,0,1,1,615,629,15
ID,0,30,0,0,0,0,1,1,0,12,0,0,1.99,0,1,1,1275,1284,9
ID,1,37,0,0,0,0,1,0,1,12,0,1,4.3,0,1,1,407,419,10
ID,1,47,0,0,0,0,1,1,0,17,1,1,3.84,0,1,1,725,734,10
IL,0,59,0,0,0,0,1,1,0,12,0,1,8.5,0,1,1,45,104,50
IL,0,24,0,0,0,0,1,0,1,12,0,0,1.04,0,1,1,482,494,12
IL,0,61,0,0,0,0,1,0,1,12,0,1,54.3,0,1,1,467,484,15
IL,0,35,0,0,0,0,1,0,1,12,0,1,5,0,1,1,302,324,20
IL,0,58,0,0,0,0,1,0,1,16,1,1,24.9,0,1,1,422,469,45
IL,0,16,0,0,0,0,1,1,0,10,0,0,0.2,0,1,1,497,514,15
IL,0,50,0,0,0,0,1,0,1,12,0,1,3,0,1,1,245,334,90
IL,0,37,0,0,0,0,1,0,1,17,1,1,11,0,1,1,392,429,35
IL,0,31,0,0,0,0,1,0,1,12,0,0,5.6,0,1,1,815,824,10
IL,0,31,0,0,0,0,1,0,1,12,0,1,4.5,0,1,1,362,389,25
IL,0,51,0,0,0,0,1,0,1,12,0,0,5.8,1,1,1,285,334,45
IL,0,34,0,0,0,0,1,0,1,12,0,1,7.5,1,1,1,1305,1339,35
IL,0,48,0,0,0,0,1,0,1,16,1,1,6.4,0,1,1,362,409,45
IL,0,61,0,0,0,0,1,1,0,17,1,0,9.21,0,1,1,422,459,35
IL,0,63,0,0,0,0,1,1,0,12,0,1,1.35,0,1,1,422,459,35
IL,0,53,0,0,0,0,1,0,1,12,0,1,9.5,0,1,1,215,269,55
IL,0,69,0,0,0,0,1,1,0,12,0,0,4.02,0,1,0,302,309,5
IL,0,21,0,0,0,0,1,0,1,12,0,0,0.5,0,1,1,392,394,2
IL,0,35,0,0,0,0,1,1,0,17,1,1,3.865,0,1,1,482,489,5
IL,0,43,0,0,0,0,1,0,1,14,0,1,8,0,1,1,362,374,10
IL,0,75,0,0,0,0,1,0,1,12,0,0,7.6,0,1,0,482,514,30
IL,0,17,0,0,0,0,1,1,0,10,0,0,0.48,1,1,1,955,964,10
IL,0,25,0,0,0,0,1,1,0,16,1,0,0.8,0,1,1,785,819,35
IL,0,44,0,0,0,0,1,1,0,12,0,0,4,0,1,1,347,349,2
IL,0,42,0,0,0,0,1,1,0,16,1,1,8.8,0,1,1,482,504,20
IL,0,26,0,0,0,0,1,1,0,13,0,0,0.53,0,1,1,845,854,10
IL,0,55,0,0,0,0,1,0,1,12,0,0,4,0,1,1,215,229,15
IL,0,25,0,0,0,0,1,0,1,16,1,0,4,0,1,1,1265,1294,30
IL,0,32,0,0,0,0,1,1,0,12,0,0,3.2,1,1,1,442,449,5
IL,0,30,0,0,0,0,1,1,0,12,0,1,0.72,1,1,1,482,529,45
IL,0,30,0,0,0,0,1,0,1,12,0,0,6,0,1,1,422,449,25
IL,0,44,0,0,0,0,1,1,0,17,1,0,3.6,0,1,1,845,874,25
IL,0,60,0,0,0,0,1,0,1,12,0,1,9.6,0,1,1,1035,1214,153
IL,0,72,0,0,0,0,1,0,1,10,0,1,17.55,0,1,1,362,424,60
IL,0,35,0,0,0,0,1,0,1,12,0,1,9,0,1,1,905,934,30
IL,0,61,0,0,0,0,1,0,1,12,0,1,8.4,0,1,1,1395,1404,20
IL,0,46,0,0,0,0,1,0,1,12,0,0,6.5,0,0,0,442,454,10
IL,0,59,0,0,0,0,1,1,0,12,0,0,2.5,0,1,1,522,539,15
IL,0,18,0,0,0,0,1,1,0,12,0,0,0.5,0,1,1,965,984,20
IL,0,23,0,0,0,0,1,1,0,12,0,0,2.3,0,1,1,452,464,12
IL,0,32,0,0,0,0,1,1,0,13,0,1,4.6,0,1,1,362,394,30
IL,0,59,0,0,0,0,1,1,0,12,0,1,3.41,0,1,1,377,409,30
IL,0,43,0,0,0,0,1,1,0,16,1,1,18,0,1,1,457,489,30
IL,0,19,0,0,0,0,1,0,1,11,0,0,4.8,0,1,1,855,889,30
IL,0,63,0,0,0,0,1,0,1,12,0,1,4.3,0,1,1,392,414,20
IL,0,51,0,0,0,0,1,1,0,12,0,1,6.4,0,1,1,452,474,20
IL,0,55,0,0,0,0,1,1,0,13,0,1,2.4,0,1,1,392,424,30
IL,0,47,0,0,1,0,0,1,0,17,1,1,1.8,0,0,1,705,759,50
IL,0,64,0,0,0,0,1,0,1,12,0,1,4.51,0,1,1,362,384,20
IL,0,26,1,0,0,0,0,0,1,12,0,1,1.8,0,0,0,482,489,5
IL,0,45,0,0,0,0,1,0,1,13,0,1,5,0,1,1,422,444,20
IL,0,58,0,0,0,0,1,0,1,12,0,1,12.5,0,1,0,302,314,10
IL,0,28,0,0,0,0,1,0,1,13,0,0,1.35,1,0,1,332,344,10
IL,0,35,0,0,0,0,1,1,0,12,0,0,1.5,1,1,1,512,529,15
IL,0,37,0,0,0,0,1,1,0,16,1,0,2.2,1,1,1,512,529,15
IL,1,55,0,0,0,0,1,1,0,12,0,1,5.2,0,1,1,452,469,15
IL,1,33,0,0,0,0,1,0,1,17,1,1,1.8,0,1,1,467,489,20
IL,1,32,0,0,0,0,0,0,1,12,0,1,4,0,1,1,905,909,5
IL,1,29,0,0,0,0,1,1,0,17,1,0,3,0,1,1,482,534,50
IL,1,24,0,0,0,0,1,1,0,17,1,0,4.6,0,1,1,845,874,30
IL,1,58,1,0,0,0,0,0,1,14,0,1,6,0,1,1,572,619,45
IL,1,74,0,0,0,0,1,0,1,17,1,1,60.83,0,1,1,542,564,20
IL,1,30,0,0,0,0,1,1,0,17,1,0,6.4,0,1,1,527,544,15
IL,1,53,0,0,0,0,1,1,0,16,1,0,8.02,0,1,1,557,569,10
IL,1,26,0,0,0,0,1,1,0,16,1,1,7.5,0,1,1,392,424,30
IL,1,32,0,0,0,0,1,0,1,16,1,0,2.3,0,1,1,1245,1254,20
IL,1,23,0,0,0,0,1,0,1,14,0,0,1.65,0,1,1,452,484,30
IL,1,56,0,0,0,0,1,0,1,17,1,1,15.5,0,0,1,377,404,26
IL,1,40,0,0,0,0,1,0,1,14,0,1,7.3,0,1,1,542,569,25
IL,1,58,0,0,1,0,1,1,0,13,0,0,8.5,0,1,1,452,484,30
IL,1,45,0,0,0,0,1,0,1,17,1,1,77.6,0,1,1,542,589,45
IL,1,24,0,0,0,0,1,1,0,16,1,0,4.5,0,1,1,512,574,60
IL,1,29,0,0,0,0,1,1,0,16,1,1,2.53,0,1,1,512,549,35
IL,1,50,0,0,0,0,1,1,0,12,0,1,2.3,0,1,1,497,504,5
IL,1,60,0,0,0,0,1,0,1,12,0,0,2.59,0,0,0,422,434,10
IL,1,26,0,0,1,0,1,0,1,12,0,0,6,1,1,1,407,419,10
IL,1,31,0,0,0,0,1,1,0,12,0,0,0.66,0,1,1,422,464,40
IL,1,61,0,1,0,0,0,1,0,17,1,0,4.03,0,1,1,512,544,30
IL,1,38,0,0,1,0,1,1,0,17,1,0,7.8,0,1,1,452,479,25
IL,1,30,0,0,1,0,1,0,1,16,1,1,3,0,1,1,422,454,30
IL,1,36,0,0,1,0,0,0,1,8,0,1,4,0,1,1,362,424,60
IL,1,34,0,0,1,0,1,1,0,14,0,1,3.4,0,1,1,302,349,45
IL,1,67,0,0,0,0,1,0,1,12,0,1,12.4,0,1,1,815,844,30
IL,1,65,0,0,0,0,1,1,0,12,0,0,3.95,0,1,1,735,759,20
IL,1,23,0,0,1,0,1,1,0,16,1,0,5,0,1,1,407,424,15
IL,1,64,0,0,0,0,1,0,1,12,0,0,1.5,0,0,0,392,404,10
IL,1,39,0,0,1,0,0,1,0,12,0,1,4.2,1,1,1,557,574,15
IL,1,36,0,0,1,0,1,1,0,12,0,1,3.7,0,1,1,135,154,30
IL,1,76,0,0,0,0,1,0,1,17,1,1,50.13,0,1,1,347,379,30
IL,1,30,0,0,1,0,1,1,0,17,1,0,0.39,0,1,1,935,994,60
IL,1,47,0,0,0,0,1,1,0,17,1,0,7.8,0,1,1,407,464,55
IL,1,43,0,1,0,0,0,1,0,12,0,0,1.1,1,1,0,362,484,153
IL,1,43,0,0,0,0,1,0,1,12,0,0,2,0,0,1,437,484,45
IL,1,41,0,0,1,0,1,1,0,14,0,0,0.45,1,0,1,965,999,35
IL,1,28,0,0,0,0,1,0,1,16,1,0,10,0,1,1,352,394,40
IL,1,23,1,0,0,0,0,1,0,16,1,0,1.1,0,1,1,467,479,10
IL,1,32,0,0,1,0,1,0,1,12,0,1,2.19,0,1,1,605,619,15
IL,1,48,0,0,0,0,1,1,0,12,0,1,0.6,0,0,1,755,784,30
IL,1,43,0,0,0,0,1,0,1,17,1,1,8.502,0,1,1,265,304,35
IL,1,28,0,0,1,0,1,1,0,16,1,0,1.8,0,1,1,392,399,5
IL,1,44,0,0,0,0,1,0,1,16,1,1,12,0,1,1,605,649,45
IL,1,47,0,0,0,0,1,1,0,17,1,1,5,0,1,1,482,514,30
IL,1,29,1,0,0,0,0,1,0,14,0,1,6.5,0,1,1,482,524,40
IL,1,62,0,0,0,0,1,0,1,17,1,1,9.4,0,1,1,452,469,15
IL,1,52,0,1,0,0,0,0,1,14,0,0,1.5,0,0,1,422,434,10
IL,1,61,0,0,1,0,1,1,0,16,1,0,6.7,0,1,1,377,404,25
IL,1,29,1,0,0,0,0,0,1,16,1,0,5.3,0,1,1,452,464,10
IL,1,40,0,0,0,0,1,0,1,12,0,1,7.5,0,1,1,442,484,40
IL,1,41,0,1,0,0,0,1,0,13,0,0,1.05,0,0,1,482,494,13
IL,1,38,0,0,0,0,1,0,1,17,1,0,3.3,0,0,1,75,84,20
IL,1,66,0,0,0,0,1,1,0,17,1,1,19.01,0,1,1,512,529,18
IL,1,26,0,1,0,0,0,0,1,12,0,0,3,1,1,1,472,484,10
IL,1,56,1,0,0,0,0,1,0,16,1,1,2.8,0,1,1,482,529,45
IL,1,37,0,0,1,0,1,0,1,13,0,0,3.5,0,0,1,905,929,25
IL,1,41,0,0,0,0,1,0,1,16,1,1,6,0,0,0,482,514,30
IL,1,74,0,0,0,0,1,1,0,14,0,0,5.9,0,1,1,407,529,153
IL,1,30,0,0,0,0,1,0,1,17,1,0,3.78,0,1,1,915,959,40
IL,1,68,1,0,0,0,0,0,1,16,1,0,7.9,0,1,1,302,364,60
IL,1,32,1,0,0,0,0,1,0,14,0,0,2.2,0,1,1,422,434,12
IL,1,25,0,0,1,0,1,1,0,12,0,1,2.7,0,1,1,422,464,40
IL,1,24,0,0,0,0,1,1,0,16,1,0,4.7,0,1,1,392,449,55
IL,1,28,0,0,0,0,1,0,1,16,1,0,8.1,0,1,1,542,584,40
IL,1,37,0,0,0,0,1,1,0,13,0,1,4,0,1,1,482,489,5
IL,1,51,0,0,0,0,1,0,1,14,0,0,2.1,0,1,1,362,384,20
IL,1,27,0,0,0,0,1,0,1,13,0,0,10,0,1,1,497,509,10
IL,1,59,0,0,0,0,1,1,0,12,0,0,1.66,0,1,1,635,644,10
IL,1,60,0,0,0,0,1,0,1,12,0,1,7,0,1,1,332,409,75
IL,1,35,1,0,0,0,0,1,0,16,1,1,12,0,1,1,392,454,60
IL,1,64,0,1,0,0,0,1,0,14,0,1,8.5,0,1,1,1245,1259,28
IL,1,36,0,0,1,0,1,0,1,13,0,1,2.9,0,0,1,342,374,30
IL,1,53,0,0,0,0,1,0,1,16,1,1,6,0,1,1,452,554,100
IL,1,47,0,0,0,0,1,0,1,14,0,0,2.9,0,1,1,302,334,30
IL,1,33,0,0,0,0,1,1,0,17,1,0,8,0,1,1,407,419,12
IL,1,72,0,1,0,0,0,1,0,12,0,1,2.72,0,1,1,452,474,20
IL,1,67,0,0,0,0,1,0,1,12,0,1,28.66,0,1,1,482,499,18
IL,1,44,0,0,0,0,1,0,1,17,1,1,14.55,0,1,1,467,509,40
IL,1,44,0,0,0,0,1,1,0,17,1,1,5.07,0,1,1,512,544,30
IL,1,52,0,0,0,0,1,1,0,13,0,1,4.9,0,1,1,392,414,20
IL,1,49,0,0,0,0,1,0,1,16,1,1,8.5,0,1,1,437,464,25
IL,1,24,0,0,0,0,1,0,1,16,1,0,3.001,0,1,1,422,474,50
IL,1,57,0,0,0,0,1,1,0,12,0,1,2.8,0,1,0,557,564,4
IL,1,33,0,0,0,0,1,0,1,12,0,1,3.913,0,1,1,332,354,20
IL,1,58,0,1,0,0,0,1,0,13,0,0,3.7,0,1,0,452,474,20
IL,1,42,0,0,0,0,1,0,1,12,0,1,23,0,1,1,347,369,22
IL,1,16,0,0,1,0,1,0,1,11,0,0,0.35,0,1,1,905,919,15
IL,1,21,0,0,0,0,1,1,0,12,0,0,0.41,0,1,1,542,589,45
IL,1,60,0,0,0,0,1,1,0,12,0,0,3.39,0,1,0,482,494,10
IL,1,47,0,0,0,0,1,0,1,13,0,1,9.5,0,1,1,422,444,20
IL,1,77,0,0,0,0,1,0,1,12,0,1,3.956,0,1,1,422,454,30
IL,1,31,0,0,1,0,1,0,1,12,0,1,5.5,0,1,1,275,294,20
IL,1,48,0,0,1,0,0,0,1,14,0,1,7.5,0,1,1,185,199,15
IL,1,47,0,1,0,0,0,1,0,12,0,0,2.5,0,1,1,302,324,20
IL,1,27,0,0,0,0,1,1,0,12,0,0,1.2,0,1,1,452,469,15
IL,1,58,0,0,1,0,1,1,0,17,1,1,5.6,0,1,1,452,464,10
IL,1,60,0,0,0,0,1,0,1,17,1,1,9.5,0,1,1,392,404,10
IL,1,31,1,0,0,0,0,0,1,16,1,1,7.2,0,1,1,497,524,25
IL,1,54,0,0,0,0,1,1,0,16,1,1,1.7,0,1,1,467,514,45
IL,1,45,0,0,0,0,1,1,0,16,1,1,12.87,0,1,1,437,479,40
IL,1,66,0,0,0,0,1,1,0,16,1,1,6.1,0,1,1,422,439,15
IL,1,55,0,0,0,0,1,1,0,16,1,1,3.73,0,1,1,452,499,45
IL,1,18,0,0,1,0,1,0,1,12,0,0,0.81,0,1,1,482,494,10
IL,1,42,0,0,0,0,1,1,0,16,1,0,3,0,1,1,422,439,15
IL,1,59,0,0,0,0,1,1,0,16,1,1,5.5,0,1,1,452,469,15
IL,1,52,0,0,1,0,0,0,1,12,0,1,3.64,0,1,1,382,444,60
IL,1,48,0,0,0,0,1,0,1,14,0,1,5,0,1,1,422,444,20
IL,1,21,0,1,0,0,0,1,0,13,0,0,1,0,1,1,275,284,10
IL,1,48,0,0,0,0,1,1,0,13,0,1,4.4,0,1,1,695,739,45
IL,1,45,0,0,0,0,1,0,1,16,1,1,6.607,0,1,1,532,544,10
IL,1,23,0,0,0,0,1,0,1,12,0,0,1.5,0,1,1,392,419,25
IL,1,44,0,0,0,0,1,0,1,12,0,0,4,0,1,1,467,489,20
IL,1,20,0,0,0,0,1,1,0,13,0,0,0.06,0,1,1,965,979,15
IL,1,58,0,0,0,0,1,0,1,12,0,1,3,0,1,1,392,454,60
IL,1,27,0,0,0,0,1,0,1,14,0,0,3.1,0,1,1,332,354,20
IL,1,33,0,0,0,0,1,1,0,16,1,1,3.5,0,1,1,362,424,60
IL,1,49,0,0,0,1,0,1,0,17,1,0,5.4,0,1,1,1305,1314,10
IL,1,43,0,0,0,0,1,1,0,12,0,1,1.03,0,1,1,447,459,10
IL,1,31,0,0,0,0,1,1,0,17,1,1,5.92,0,1,1,482,494,10
IL,1,35,0,1,0,0,0,1,0,12,0,0,1.25,1,1,0,965,984,20
IL,1,57,0,0,0,0,1,1,0,17,1,1,9.12,0,1,1,497,509,10
IL,1,51,0,0,0,0,1,1,0,13,0,0,2.94,0,0,1,332,344,10
IL,1,55,0,0,0,0,1,0,1,16,1,1,1.4,0,1,1,422,434,10
IL,1,63,0,0,0,0,1,1,0,12,0,1,4.51,0,1,1,482,484,1
IL,1,35,0,0,0,0,1,0,1,12,0,1,3.84,0,1,1,332,379,45
IL,1,30,0,0,0,0,1,1,0,13,0,0,1.5,0,1,1,422,439,15
IL,1,27,0,0,0,0,1,1,0,16,1,0,2,0,1,1,635,654,20
IL,1,37,0,1,0,0,0,1,0,12,0,0,0.43,1,1,1,482,499,15
IL,1,55,0,0,0,0,1,1,0,14,0,0,4.9,0,1,1,452,459,5
IL,1,52,0,0,0,0,1,0,1,17,1,1,4.2,0,1,1,452,474,20
IL,1,53,0,0,0,0,1,1,0,13,0,1,0.9,0,1,1,785,804,20
IL,1,67,0,0,0,0,1,1,0,12,0,1,6.9,0,1,1,362,424,60
IL,1,27,0,0,0,0,1,0,1,12,0,0,3,0,1,1,422,484,60
IL,1,19,0,0,0,0,1,0,1,12,0,0,1.5,0,1,1,482,489,5
IL,1,36,0,0,0,0,1,1,0,16,1,1,0.5,0,1,1,527,544,15
IL,1,17,0,0,0,0,0,0,1,10,0,0,0.3,0,1,1,905,939,35
IL,1,32,0,0,1,0,1,1,0,13,0,1,2.5,0,1,1,422,454,30
IL,1,31,0,0,0,0,1,0,1,14,0,0,2.9,0,1,1,785,824,40
IL,1,47,0,0,0,0,1,0,1,16,1,1,15,0,1,1,437,529,90
IL,1,43,1,0,0,0,0,0,1,13,0,1,6.2,0,1,1,442,524,80
IL,1,57,0,0,0,0,1,0,1,12,0,1,1.72,0,1,1,392,484,90
IL,1,39,0,1,0,0,0,0,1,14,0,1,4.8,0,1,1,482,539,55
IL,1,26,0,0,0,0,1,0,1,12,0,0,2.5,0,1,1,302,349,45
IL,1,60,1,0,0,0,0,1,0,16,1,1,15.23,0,1,0,362,424,60
IL,1,39,1,0,0,0,0,1,0,16,1,1,10.1,0,1,1,542,574,30
IN,0,24,0,0,0,0,1,0,1,12,0,0,3.212,0,1,1,1045,1069,20
IN,0,33,0,0,0,0,1,0,1,17,1,1,15,0,1,1,482,514,30
IN,0,53,0,0,0,0,1,1,0,17,1,1,6,0,1,1,452,474,20
IN,0,42,0,0,0,0,1,1,0,12,0,1,2.5,0,1,1,422,454,30
IN,0,21,0,0,0,0,1,0,1,12,0,1,4.2,0,1,1,75,94,25
IN,0,51,0,0,0,0,1,0,1,14,0,1,8,0,1,0,362,384,20
IN,0,34,0,0,0,0,1,1,0,16,1,1,9.1,0,1,1,392,424,30
IN,0,37,0,0,0,0,1,0,1,12,0,1,4.2,0,1,1,332,349,15
IN,0,52,0,0,0,0,1,0,1,17,1,1,41.2,0,1,1,417,429,10
IN,0,49,0,0,0,0,1,0,1,16,1,1,6.5,0,1,1,482,529,45
IN,0,49,0,0,0,0,1,1,0,12,0,0,2.4,0,1,1,392,424,30
IN,0,59,0,0,0,0,1,0,1,13,0,0,5,0,1,1,1025,1069,45
IN,0,58,0,0,0,0,1,1,0,17,1,1,7,0,1,1,452,494,40
IN,0,64,0,0,0,0,1,0,1,12,0,1,7.5,0,1,1,392,409,15
