state,i_urban,age,i_asian,i_black,i_hispanic,i_indigenous,i_white,i_female,i_male,education,i_grad_college,i_married,personal_income,i_foodstamps,i_health_insurance,i_internet,time_depart,time_arrive,time_commuting
OK,0,39,0,0,0,0,1,0,1,12,0,0,2.3,0,1,1,1305,1319,10
OK,0,67,0,0,0,0,1,0,1,16,1,1,16.14,0,1,1,422,439,15
OK,1,29,0,0,0,0,1,1,0,13,0,1,0.5,0,1,1,572,619,45
OK,1,35,0,0,0,0,1,1,0,10,0,0,1.8,1,0,1,362,369,5
OK,1,32,0,0,0,0,1,1,0,16,1,1,1.6,0,1,1,422,459,35
OK,1,55,0,0,0,0,1,0,1,12,0,1,1.31,0,1,1,422,454,30
OK,1,37,0,0,0,0,1,1,0,13,0,1,5.005,0,1,1,437,459,20
OK,1,35,0,0,0,0,1,1,0,16,1,0,3,0,0,1,452,474,20
OK,1,49,0,0,0,0,1,0,1,17,1,1,52.3,0,1,1,467,489,20
OK,1,21,0,0,0,0,1,1,0,12,0,0,2.4,0,0,1,452,474,23
OK,1,24,0,0,0,0,1,1,0,16,1,1,3.2,0,1,1,467,474,5
OK,1,32,0,1,0,0,0,1,0,16,1,0,3,1,1,1,437,454,15
OK,1,26,0,0,0,0,0,0,1,13,0,0,2.4,0,1,1,482,494,10
OK,1,26,0,0,0,0,1,1,0,16,1,1,3.8,0,1,1,725,744,20
OK,1,34,0,0,0,0,1,0,1,12,0,0,0.69,0,1,1,572,584,10
OR,0,28,0,0,0,0,1,1,0,12,0,0,1,0,1,1,527,539,10
OR,0,32,0,0,0,0,1,0,1,13,0,1,5.28,0,1,1,437,444,5
OR,0,32,0,0,0,0,1,1,0,17,1,1,5.4,0,1,1,362,384,20
OR,0,58,0,0,0,0,0,0,1,12,0,1,4.4,0,1,1,332,454,149
OR,0,62,0,0,0,0,1,0,1,12,0,1,5.1,0,1,1,392,409,15
OR,0,50,0,0,0,0,1,0,1,14,0,1,4.39,0,0,1,432,444,10
OR,0,32,0,0,1,0,0,0,1,12,0,1,1,1,1,1,845,934,90
OR,0,40,0,0,0,0,1,0,1,17,1,0,7.9,0,1,1,417,424,5
OR,0,62,0,0,0,0,1,0,1,12,0,1,3.74,0,1,1,362,394,30
OR,0,67,0,0,0,0,1,0,1,13,0,1,7.66,1,1,1,452,469,15
OR,0,42,0,0,0,0,1,1,0,10,0,0,1.5,0,1,1,845,849,5
OR,0,55,0,0,0,0,0,0,1,16,1,1,8.82,0,1,1,377,399,20
OR,0,34,0,0,1,0,1,0,1,12,0,0,3.35,1,1,1,422,469,45
OR,0,71,0,0,0,0,1,1,0,16,1,0,2.94,0,1,1,542,554,10
OR,0,29,0,0,0,1,0,1,0,13,0,1,1.35,0,1,1,905,909,5
OR,0,60,0,0,0,0,1,1,0,16,1,0,7.18,0,1,1,482,494,12
OR,0,25,0,0,0,0,1,0,1,16,1,0,3.8,0,1,1,422,464,40
OR,0,23,0,0,0,0,1,1,0,13,0,0,1.2,0,1,1,1115,1129,15
OR,0,62,0,0,0,0,1,1,0,16,1,1,4.85,0,1,1,437,474,35
OR,0,48,0,0,0,0,1,0,1,13,0,1,12,0,1,1,542,559,15
OR,0,42,0,0,0,0,1,1,0,17,1,0,6,0,1,1,422,429,5
OR,1,50,0,0,0,0,1,1,0,13,0,1,5,0,1,1,407,419,10
OR,1,49,0,0,0,0,0,0,1,16,1,1,16.9,0,1,1,422,469,45
OR,1,56,1,0,0,0,0,1,0,16,1,1,2.75,0,1,1,497,514,15
OR,1,47,0,0,0,0,1,1,0,16,1,1,12,0,1,1,452,499,45
OR,1,33,0,0,0,0,1,0,1,16,1,1,8.4,0,1,1,452,484,30
OR,1,26,0,0,1,0,1,1,0,16,1,0,7.6,0,1,1,1085,1109,25
OR,1,59,0,0,0,0,1,0,1,12,0,0,0.8,0,1,1,635,659,25
OR,1,35,0,0,1,0,0,0,1,14,0,0,5,0,1,1,497,519,20
OR,1,43,0,0,0,0,1,0,1,16,1,1,10.5,0,1,1,935,954,20
OR,1,58,0,0,0,0,1,0,1,12,0,1,4.92,0,1,1,995,1014,20
OR,1,53,0,0,0,0,1,1,0,13,0,1,2.5,0,1,1,245,364,149
OR,1,49,0,0,0,0,1,1,0,12,0,0,1.68,0,1,1,437,444,5
OR,1,30,0,0,0,0,1,0,1,12,0,0,3.4,1,0,1,407,454,45
OR,1,24,0,0,1,0,1,1,0,12,0,0,2.4,1,1,1,785,809,25
OR,1,53,0,0,0,0,1,0,1,13,0,1,7.5,0,1,1,275,284,10
OR,1,28,0,0,0,0,1,1,0,16,1,0,4.9,0,1,1,467,479,10
OR,1,34,0,0,0,0,1,0,1,16,1,1,0.5,0,1,1,675,709,30
OR,1,35,0,0,0,0,1,1,0,11,0,1,2.59,0,1,1,582,594,10
OR,1,49,0,0,0,0,1,1,0,16,1,1,1.65,0,1,1,542,559,18
OR,1,60,0,0,0,0,1,1,0,14,0,1,3.8,1,0,1,452,479,25
OR,1,20,0,0,0,0,1,0,1,12,0,0,4.5,0,1,1,377,424,45
OR,1,23,0,0,1,0,1,0,1,12,0,0,3.69,0,0,1,245,274,30
OR,1,27,0,0,0,0,1,1,0,12,0,1,3.8,0,1,1,452,469,15
OR,1,19,0,0,0,0,0,0,1,12,0,0,2.75,0,1,1,452,464,12
OR,1,34,0,0,0,0,1,0,1,17,1,1,1.6,0,1,1,362,384,20
OR,1,42,0,0,0,0,1,1,0,17,1,0,6.74,0,1,1,422,549,149
OR,1,44,0,0,1,0,0,0,1,7,0,1,3.6,0,0,1,382,394,10
OR,1,37,0,0,0,0,1,0,1,13,0,1,2.9,1,1,1,442,464,20
OR,1,35,0,0,0,0,1,0,1,17,1,0,11,0,1,1,367,414,45
OR,1,35,0,0,0,0,1,0,1,17,1,1,10.101,0,1,1,452,484,30
OR,1,35,0,0,0,0,1,1,0,16,1,1,1.2,0,0,1,392,414,20
OR,1,39,1,0,0,0,0,1,0,16,1,1,0.8,1,1,1,322,364,40
OR,1,53,0,0,0,0,1,1,0,16,1,1,4.18,0,1,1,467,484,15
OR,1,45,0,0,0,0,1,0,1,16,1,0,4,0,1,1,572,574,3
OR,1,58,0,0,0,0,1,1,0,12,0,1,3.4,0,1,1,482,499,15
OR,1,49,0,0,0,0,1,0,1,17,1,1,14.85,0,1,1,482,504,20
OR,1,44,0,0,0,0,1,0,1,12,0,0,9,0,1,1,387,394,5
OR,1,63,0,0,0,0,1,0,1,17,1,0,44.7,0,1,1,542,574,30
OR,1,64,0,0,0,0,1,0,1,16,1,1,1.44,0,1,1,462,509,45
OR,1,44,0,0,0,0,1,1,0,16,1,1,4.03,0,1,1,362,384,20
OR,1,42,0,0,0,0,1,0,1,16,1,1,9.1,0,1,1,482,499,15
OR,1,37,0,0,1,0,0,0,1,17,1,1,6.7,0,1,1,572,634,60
OR,1,33,0,0,0,0,1,1,0,17,1,1,9,0,1,1,482,509,25
OR,1,32,0,0,0,0,0,0,1,13,0,0,3.26,0,0,1,437,464,25
OR,1,42,0,0,0,0,1,1,0,12,0,1,4.73,0,1,1,542,549,5
OR,1,61,0,0,0,0,1,0,1,14,0,1,13,0,1,1,407,429,20
OR,1,29,0,0,1,0,0,1,0,13,0,0,2.9,0,1,1,472,489,15
OR,1,59,0,0,0,0,1,0,1,17,1,0,8,0,1,1,537,544,8
PA,0,58,0,0,0,0,1,1,0,12,0,1,0.41,0,1,1,437,489,50
PA,0,19,0,0,0,0,1,1,0,12,0,0,1,0,1,1,502,514,10
PA,0,52,0,0,0,0,1,0,1,13,0,1,4.6,0,1,1,332,364,30
PA,0,53,0,0,0,0,1,1,0,13,0,1,1.2,1,1,1,735,784,45
PA,0,46,0,0,1,0,1,0,1,12,0,1,6.5,0,1,1,845,859,15
PA,0,55,0,0,0,0,1,0,1,12,0,1,5.5,0,1,1,382,404,20
PA,0,24,0,0,0,0,1,1,0,13,0,0,1.98,0,1,1,332,354,20
PA,0,40,0,0,0,0,1,0,1,16,1,1,7.81,0,1,1,452,474,20
PA,0,58,0,0,0,0,1,1,0,16,1,0,2.5,0,1,1,467,499,30
PA,0,42,0,0,0,0,1,1,0,14,0,0,3.2,0,1,1,452,514,60
PA,0,70,0,0,0,0,1,1,0,16,1,0,3.8,0,1,1,452,459,5
PA,0,40,0,0,1,1,0,0,1,8,0,0,2.22,1,0,1,422,469,45
PA,0,62,0,0,0,0,1,0,1,12,0,0,4.24,0,1,1,605,654,50
PA,0,18,0,0,0,0,1,0,1,12,0,0,0.2,0,1,1,452,484,30
PA,0,61,0,0,0,0,1,0,1,12,0,1,4.8,0,1,1,332,339,5
PA,0,62,0,0,0,0,1,0,1,12,0,1,5.8,0,1,1,815,829,15
PA,0,18,0,0,0,0,1,1,0,11,0,0,0.15,0,1,1,785,789,5
PA,0,59,0,0,0,0,1,1,0,14,0,0,1.4,0,1,1,552,569,15
PA,0,42,0,0,0,0,1,0,1,12,0,0,6,0,1,1,135,214,90
PA,0,25,0,0,0,0,1,1,0,12,0,1,2.6,0,1,1,422,444,20
PA,0,33,0,0,0,0,1,0,1,16,1,1,10.32,0,1,1,332,364,30
PA,0,54,0,0,0,0,1,0,1,12,0,1,2.91,0,0,1,362,394,30
PA,0,53,0,0,0,0,1,0,1,14,0,0,6.9,0,1,1,665,754,90
PA,0,58,0,0,0,0,1,0,1,10,0,1,12,0,1,1,75,154,90
PA,0,36,0,0,0,0,1,0,1,8,0,1,6.28,0,1,1,347,399,50
PA,0,50,0,0,0,0,1,0,1,16,1,1,6.5,0,1,1,472,484,10
PA,0,45,0,0,0,0,1,0,1,12,0,1,12.48,1,1,1,332,339,5
PA,0,45,0,0,0,0,1,0,1,12,0,0,6,0,1,1,337,369,30
PA,0,42,0,0,0,0,1,1,0,16,1,1,5,0,1,1,15,64,62
PA,0,47,0,0,1,0,0,0,1,12,0,1,3.8,0,1,1,1085,1099,15
PA,0,67,0,0,0,0,1,0,1,16,1,1,1.4,0,1,1,572,604,30
PA,0,29,0,0,0,0,1,0,1,12,0,0,3.9,0,1,1,347,364,15
PA,0,47,0,0,0,0,1,1,0,12,0,0,3.1,0,1,1,332,359,25
PA,0,50,0,0,0,0,1,1,0,13,0,1,6.5,0,1,1,527,539,10
PA,0,30,0,0,0,0,1,0,1,12,0,1,2.81,0,1,1,452,459,5
PA,0,53,0,0,0,0,1,1,0,17,1,1,8.3,0,1,1,422,429,8
PA,0,33,0,0,0,0,1,0,1,12,0,1,6,0,1,1,1355,1359,8
PA,0,62,0,0,0,0,1,0,1,17,1,1,8.345,0,1,1,452,479,25
PA,0,53,0,0,0,0,1,1,0,12,0,1,1.9,0,1,0,392,409,15
PA,0,51,0,0,0,0,1,0,1,12,0,1,5.9,0,1,1,347,379,30
PA,0,60,0,0,0,0,1,1,0,13,0,1,2.8,0,1,1,497,509,10
PA,0,59,0,0,0,0,1,0,1,13,0,0,7,0,1,1,467,469,2
PA,0,24,0,0,0,0,1,1,0,17,1,0,1.3,0,1,1,422,454,30
PA,0,30,0,0,0,0,1,0,1,13,0,0,4.2,0,1,1,185,204,20
PA,0,45,0,0,0,0,1,1,0,14,0,1,4,0,1,1,407,454,45
PA,0,53,0,0,0,0,1,0,1,12,0,0,3.76,0,1,1,482,494,10
PA,0,44,0,0,0,0,1,1,0,12,0,1,5,0,1,1,605,629,25
PA,0,43,0,0,0,0,1,0,1,12,0,1,15,0,1,1,392,424,30
PA,0,51,0,0,1,0,1,0,1,16,1,0,7,0,1,1,362,394,30
PA,0,25,0,0,0,0,1,1,0,12,0,0,2.3,0,1,1,452,469,15
PA,0,42,0,0,0,0,1,0,1,17,1,1,7.5,0,1,1,437,469,30
PA,0,64,0,0,0,0,1,0,1,12,0,1,4.331,0,1,1,407,434,25
PA,0,34,0,0,0,0,1,1,0,16,1,1,3.9,0,1,1,392,424,30
PA,0,27,0,0,0,0,1,0,1,13,0,0,1.2,0,0,1,905,934,30
PA,0,23,0,0,0,0,1,1,0,13,0,0,0.26,0,1,1,407,469,60
PA,0,36,0,0,0,0,1,1,0,17,1,1,5.3,0,1,1,392,424,30
PA,0,43,0,0,0,0,1,1,0,12,0,0,3.8,0,1,1,382,384,4
PA,0,57,0,0,0,0,1,1,0,12,0,1,3.5,0,1,1,705,719,10
PA,0,22,0,0,0,0,1,0,1,12,0,0,2.2,0,1,1,302,454,151
PA,0,22,0,0,0,0,1,0,1,12,0,0,0.092,0,1,1,665,709,45
PA,0,43,0,0,0,0,1,0,1,12,0,0,3.8,0,1,1,422,444,20
PA,0,63,0,0,0,0,1,0,1,12,0,0,2.55,0,1,1,392,399,5
PA,0,51,0,0,0,0,1,0,1,12,0,1,4.17,0,1,1,1025,1044,20
PA,0,42,0,0,0,0,1,1,0,14,0,1,8.3,0,1,1,422,459,35
PA,0,33,0,0,0,0,1,0,1,12,0,1,6,0,1,1,422,464,40
PA,0,17,0,0,0,0,1,1,0,11,0,0,0.17,0,1,1,422,444,20
PA,0,20,0,0,0,0,1,0,1,12,0,0,1.6,0,1,1,845,854,10
PA,0,39,0,0,0,0,1,1,0,12,0,0,4,0,1,1,482,499,15
PA,0,52,0,0,0,0,1,1,0,12,0,1,2.95,0,1,1,512,549,35
PA,0,35,0,0,0,0,1,0,1,12,0,1,3,0,1,1,482,494,10
PA,0,57,0,0,0,0,1,1,0,16,1,1,1.6,0,1,1,497,504,7
PA,0,27,0,0,0,0,1,1,0,13,0,1,0.6,0,1,1,572,589,15
PA,0,54,0,0,0,0,1,1,0,12,0,1,2.8,0,1,1,275,284,10
PA,1,47,0,0,0,0,1,1,0,17,1,0,16,0,1,1,392,404,12
PA,1,52,0,0,0,0,0,0,1,12,0,1,6,0,1,1,392,404,10
PA,1,30,0,0,0,0,1,0,1,12,0,1,3.5,0,1,1,422,454,30
PA,1,41,0,0,0,0,1,1,0,12,0,0,4.5,0,1,1,512,544,30
PA,1,46,0,0,0,0,1,1,0,14,0,1,1.2,0,1,1,407,419,10
PA,1,39,0,0,0,0,1,0,1,17,1,1,11.979,0,1,1,352,399,45
PA,1,63,0,0,0,0,1,1,0,14,0,0,10,0,1,1,467,494,25
PA,1,31,0,0,0,0,1,1,0,17,1,1,4.4,0,1,1,542,574,30
PA,1,24,0,0,0,0,1,0,1,16,1,0,5,0,1,1,452,474,20
PA,1,44,0,0,0,0,1,0,1,17,1,0,5.7,0,1,1,407,469,60
PA,1,53,0,0,0,0,1,0,1,14,0,0,3,0,1,1,422,444,20
PA,1,56,0,0,0,0,1,1,0,16,1,1,3,0,1,1,512,514,1
PA,1,65,0,0,0,0,1,1,0,17,1,1,3.8,0,1,1,502,529,25
PA,1,44,0,0,0,0,1,0,1,12,0,1,7.2,0,1,1,392,399,7
PA,1,29,0,0,0,0,1,1,0,17,1,0,5.4,0,1,1,422,439,15
PA,1,61,0,0,0,0,1,1,0,12,0,0,2.4,0,1,0,407,419,10
PA,1,48,0,0,0,0,1,0,1,12,0,1,7,0,1,1,422,439,15
PA,1,56,0,0,0,0,1,0,1,12,0,1,11,0,1,1,245,269,25
PA,1,55,0,0,0,0,1,0,1,12,0,1,3.1,0,1,1,512,534,20
PA,1,41,0,0,0,0,1,0,1,12,0,1,7.2,0,1,1,665,709,45
PA,1,54,0,0,0,0,1,0,1,12,0,0,4.48,0,1,1,805,834,30
PA,1,55,0,1,0,0,0,0,1,13,0,1,8,0,1,1,422,454,30
PA,1,41,0,0,0,0,1,0,1,16,1,1,12,0,1,1,482,499,15
PA,1,44,0,0,1,0,1,1,0,12,0,0,1.5,1,1,1,422,429,8
PA,1,44,0,0,0,0,1,1,0,16,1,1,10,0,1,1,542,589,45
PA,1,33,0,0,0,0,1,0,1,16,1,1,3.5,0,1,1,1085,1094,10
PA,1,48,0,0,0,0,1,1,0,17,1,0,10.5,0,1,1,497,534,35
PA,1,31,0,0,0,0,1,1,0,16,1,1,4,0,1,1,422,429,9
PA,1,40,0,0,1,0,1,0,1,16,1,1,2,0,1,1,542,554,10
PA,1,52,0,0,0,0,1,0,1,13,0,1,7,0,1,1,377,404,25
PA,1,63,0,0,0,0,1,1,0,13,0,1,9.5,0,1,1,422,484,60
PA,1,30,0,0,0,0,1,0,1,14,0,0,4.5,0,1,0,825,844,15
PA,1,51,0,0,0,0,1,0,1,13,0,0,3.72,1,1,1,275,304,30
PA,1,61,0,0,0,0,1,0,1,16,1,0,10.5,0,1,1,392,454,60
PA,1,33,0,0,0,0,1,0,1,12,0,0,1.6,0,1,1,965,994,30
PA,1,59,0,0,0,0,1,0,1,12,0,1,3.56,0,1,1,362,389,25
PA,1,55,0,0,0,0,1,0,1,17,1,0,10,0,1,1,362,414,50
PA,1,29,0,0,0,0,1,1,0,16,1,0,1.84,1,1,1,995,1009,15
PA,1,61,0,0,0,0,1,0,1,12,0,1,9,0,1,1,1325,1354,30
PA,1,55,0,0,0,0,1,1,0,13,0,1,6.03,0,1,1,437,449,10
PA,1,56,0,0,0,0,1,1,0,12,0,1,4,0,1,1,382,399,15
PA,1,33,0,0,0,0,1,0,1,16,1,1,5,0,1,0,422,444,20
PA,1,67,0,0,0,0,1,0,1,16,1,0,13.95,0,1,1,302,329,25
PA,1,48,0,0,0,0,1,0,1,17,1,1,50.9,0,1,1,482,494,10
PA,1,46,0,0,0,0,1,0,1,17,1,1,25.5,0,1,1,422,454,30
PA,1,30,0,0,0,0,1,1,0,14,0,1,7.5,0,1,1,482,544,60
PA,1,38,0,0,0,0,1,1,0,17,1,1,14.4,0,1,1,462,664,151
PA,1,23,0,1,0,0,0,0,1,13,0,0,1.8,0,1,1,422,439,19
PA,1,50,0,0,0,0,1,0,1,16,1,1,4,0,1,1,407,454,45
PA,1,71,0,1,0,0,0,0,1,17,1,0,2.18,0,1,1,542,554,10
PA,1,59,0,0,0,0,1,1,0,16,1,1,12.2,0,1,1,935,949,15
PA,1,61,0,0,0,0,0,1,0,12,0,0,48.6,0,1,1,467,514,45
PA,1,56,0,1,0,0,0,0,1,12,0,0,14.73,1,1,1,542,564,20
PA,1,53,0,0,0,0,1,0,1,17,1,1,7.3,0,1,1,482,519,35
PA,1,18,0,0,0,0,1,0,1,11,0,0,0.33,0,1,1,905,924,20
PA,1,36,0,0,0,0,1,0,1,16,1,1,9.01,0,1,1,392,409,15
PA,1,51,0,0,0,0,1,1,0,12,0,0,2.7,0,1,1,452,464,14
PA,1,18,0,0,0,0,1,0,1,11,0,0,0.7,0,1,1,905,914,10
PA,1,52,0,0,0,0,1,0,1,12,0,1,6.2,0,1,1,482,484,1
PA,1,56,0,0,0,0,1,1,0,12,0,1,2.88,0,1,1,392,414,20
PA,1,62,0,0,0,0,1,1,0,17,1,1,6.5,0,1,1,512,539,25
PA,1,62,0,0,0,0,1,0,1,13,0,1,6,0,1,1,362,379,15
PA,1,34,0,0,0,0,1,0,1,16,1,1,8.5,0,1,1,397,444,45
PA,1,19,0,0,0,0,1,0,1,12,0,0,2.457,1,1,1,407,484,75
PA,1,48,0,0,0,0,1,0,1,12,0,0,5,1,1,1,407,454,45
PA,1,26,0,0,0,0,1,0,1,14,0,0,3.503,0,1,1,452,479,25
PA,1,47,0,0,0,0,1,0,1,16,1,1,8.7,0,1,1,482,544,60
PA,1,62,0,0,0,0,1,0,1,10,0,1,6.05,0,0,1,695,699,8
PA,1,34,0,0,0,0,1,1,0,16,1,0,5,0,1,1,432,464,30
PA,1,40,0,1,0,0,0,1,0,14,0,0,1.2,0,1,1,452,474,20
PA,1,61,0,0,0,0,1,1,0,16,1,0,3.5,0,1,0,785,804,20
PA,1,50,0,0,0,0,0,0,1,12,0,1,8.54,0,1,1,482,499,15
PA,1,62,0,0,0,0,1,1,0,12,0,1,4.82,0,1,1,332,334,3
PA,1,40,0,0,0,0,1,1,0,13,0,0,2.2,0,1,1,482,499,17
PA,1,40,0,0,0,0,1,0,1,14,0,1,7,0,1,1,332,359,25
PA,1,18,0,0,0,0,1,1,0,12,0,0,2,0,1,1,407,449,40
PA,1,35,0,0,0,0,1,0,1,12,0,0,2.5,1,0,1,362,379,15
PA,1,38,0,0,0,0,1,1,0,14,0,0,0.9,0,1,0,392,439,45
PA,1,41,0,0,0,0,1,1,0,13,0,1,2.8,0,1,1,462,469,7
PA,1,24,0,0,0,0,1,1,0,16,1,1,2.8,0,1,1,427,459,31
PA,1,36,0,0,1,0,0,0,1,12,0,1,2.5,1,1,1,482,489,5
PA,1,27,0,1,0,0,0,0,1,13,0,0,1,0,0,1,185,194,13
PA,1,63,0,0,0,0,1,0,1,14,0,0,2.5,0,1,1,422,454,30
PA,1,42,0,0,0,0,1,1,0,17,1,1,15.1,0,1,1,482,514,30
PA,1,59,0,0,0,0,1,1,0,16,1,1,3.66,0,1,1,462,469,5
PA,1,58,0,0,0,0,1,1,0,17,1,1,6.2,0,1,1,392,439,45
PA,1,22,0,0,0,0,1,0,1,13,0,0,0.8,0,1,1,422,444,20
PA,1,48,0,0,0,0,1,0,1,12,0,1,0.56,0,1,1,407,454,45
PA,1,21,0,0,0,0,1,1,0,13,0,0,0.64,0,1,1,725,734,10
PA,1,63,0,0,0,0,0,0,1,13,0,0,48.6,0,1,0,392,424,30
PA,1,30,0,0,0,0,1,1,0,17,1,0,2.55,1,1,1,342,359,15
PA,1,27,0,0,0,0,1,1,0,16,1,1,8.6,0,1,1,512,539,25
PA,1,24,0,0,0,0,1,1,0,14,0,0,4.06,0,1,1,392,414,20
PA,1,59,0,0,0,0,1,1,0,14,0,1,7.8,0,1,1,1395,1414,30
PA,1,31,0,1,0,0,0,1,0,17,1,0,4.7,0,1,1,572,599,25
PA,1,28,0,0,0,0,1,1,0,16,1,0,5.5,0,1,1,512,519,7
PA,1,26,0,0,0,0,1,0,1,16,1,0,8.801,0,1,1,422,484,60
PA,1,40,0,0,0,0,1,0,1,13,0,0,7.5,0,0,1,397,409,10
PA,1,58,0,0,0,0,1,0,1,16,1,1,17.201,0,1,1,432,459,25
PA,1,28,0,0,0,0,1,1,0,16,1,1,5.6,0,1,1,285,299,10
PA,1,48,0,0,0,0,1,0,1,12,0,0,5.5,0,1,1,422,429,5
PA,1,25,0,0,0,0,1,0,1,14,0,1,2.5,0,1,1,492,509,15
PA,1,32,0,0,0,0,1,1,0,17,1,1,8.7,0,1,1,392,419,25
PA,1,56,0,0,0,0,1,0,1,12,0,1,5.8,0,1,1,965,994,30
PA,1,44,0,0,0,0,1,0,1,12,0,1,5.1,0,1,1,402,414,12
PA,1,66,0,0,0,0,1,1,0,12,0,1,5,0,1,1,452,464,10
PA,1,24,0,0,0,0,1,0,1,13,0,0,2,0,1,1,815,824,10
RI,0,27,0,0,0,0,1,1,0,17,1,0,5.5,1,1,1,1325,1369,45
RI,0,53,0,0,0,0,1,1,0,16,1,1,5.3,0,1,1,512,524,12
RI,0,50,0,0,0,0,1,1,0,17,1,1,7.3,0,1,1,467,494,25
RI,1,53,0,0,0,0,1,1,0,13,0,1,2.3,0,1,1,332,344,10
RI,1,52,0,0,0,0,1,1,0,16,1,1,8.3,0,1,1,422,444,20
RI,1,50,0,0,0,0,1,0,1,12,0,1,5,0,1,1,302,329,25
RI,1,67,0,0,0,0,1,1,0,12,0,0,3.72,0,1,1,785,794,12
RI,1,43,0,0,1,0,0,1,0,14,0,0,0.4,0,1,1,422,449,25
RI,1,28,0,0,0,0,1,1,0,16,1,0,1.52,0,1,1,592,604,10
RI,1,36,0,0,0,0,1,1,0,17,1,1,7.5,0,1,1,452,469,15
RI,1,58,0,0,0,0,1,0,1,12,0,0,4.52,0,1,1,322,344,20
RI,1,33,0,0,0,0,1,0,1,12,0,1,4.35,0,1,1,482,499,15
RI,1,60,0,0,0,0,1,0,1,13,0,0,6.5,0,1,1,322,344,20
RI,1,51,0,0,0,0,1,0,1,17,1,0,9,0,1,1,497,524,25
RI,1,40,0,0,0,0,1,1,0,16,1,1,18,0,1,1,332,364,30
RI,1,46,0,0,0,0,1,1,0,13,0,1,17,0,1,1,452,479,26
RI,1,70,0,0,0,0,1,1,0,17,1,1,19.969,0,1,1,542,549,5
RI,1,59,0,0,0,0,0,1,0,17,1,0,4.24,0,1,1,422,469,45
SC,0,49,0,0,0,0,0,0,1,16,1,1,21,0,1,1,452,484,30
SC,0,23,0,0,0,0,1,1,0,16,1,0,0.04,0,1,1,452,474,20
SC,0,33,0,1,0,0,0,1,0,13,0,0,6,0,1,1,215,224,10
SC,0,51,0,0,0,0,1,0,1,16,1,1,6.93,0,1,1,482,504,20
SC,0,28,0,1,0,0,0,1,0,12,0,0,2.5,1,1,1,945,954,10
SC,0,35,0,0,0,0,1,1,0,14,0,1,2.34,0,0,1,422,514,90
SC,0,52,0,0,1,0,1,0,1,12,0,0,2.15,0,1,0,332,369,35
SC,0,55,0,0,0,0,1,1,0,13,0,0,1.35,0,1,0,482,499,15
SC,0,19,0,0,0,0,1,0,1,13,0,0,0.2,0,1,1,362,364,3
SC,0,19,0,0,0,0,1,0,1,12,0,0,1,0,1,1,845,859,15
SC,0,60,0,0,0,0,1,1,0,17,1,1,5,0,1,1,467,474,6
SC,0,21,0,0,0,0,1,0,1,13,0,0,5.2,0,1,1,392,424,30
SC,0,57,0,1,0,0,0,0,1,16,1,0,2.6,1,1,1,215,234,20
SC,0,28,0,0,0,0,1,0,1,16,1,0,5.14,0,1,1,542,584,40
SC,0,50,0,0,0,0,1,1,0,16,1,1,4.5,0,1,1,542,549,7
SC,0,64,0,1,0,0,0,1,0,12,0,1,2.7,1,1,1,392,414,20
SC,0,51,0,0,0,0,1,1,0,14,0,1,0.45,0,1,1,1025,1029,5
SC,0,50,0,0,0,0,1,1,0,13,0,1,6.1,0,1,1,482,499,15
SC,0,52,0,0,0,0,1,0,1,12,0,0,3,0,1,1,845,864,20
SC,0,43,0,0,0,0,1,1,0,16,1,1,5.3,0,1,1,482,499,15
SC,0,48,0,0,0,0,1,1,0,12,0,0,3.12,0,1,1,1265,1309,45
SC,0,38,0,0,0,0,1,0,1,16,1,1,7,0,1,1,482,494,12
SC,0,40,0,0,0,0,1,1,0,13,0,0,1.718,0,0,1,835,874,40
SC,0,35,0,0,0,0,1,0,1,17,1,1,12.5,0,1,1,362,404,40
SC,0,23,0,1,0,0,0,1,0,13,0,0,2.2,0,1,1,905,914,10
SC,0,43,0,1,0,0,0,1,0,14,0,0,1,1,1,1,437,469,30
SC,0,35,0,0,0,0,1,0,1,14,0,1,6.5,0,1,1,392,399,7
SC,0,45,0,1,0,0,0,1,0,16,1,0,0.84,0,1,0,572,589,15
SC,0,61,0,0,0,0,1,1,0,16,1,1,8.5,0,1,1,452,474,20
SC,0,47,0,0,0,0,1,1,0,17,1,1,17,0,1,1,452,484,30
SC,0,47,0,1,0,0,0,1,0,13,0,1,3.5,0,1,1,332,354,20
SC,0,42,0,0,0,0,1,1,0,17,1,0,5.4,0,1,1,422,444,20
SC,0,32,0,0,0,0,1,0,1,17,1,1,8.9,0,1,1,332,364,30
SC,0,54,0,1,0,0,0,1,0,12,0,0,2.4,0,1,1,1325,1344,20
SC,0,24,0,0,0,0,1,0,1,16,1,0,3.05,0,1,1,347,364,15
SC,0,26,0,1,0,0,0,0,1,13,0,0,1.3,0,0,1,542,589,45
SC,0,26,0,0,0,0,1,0,1,16,1,1,4.8,0,1,1,392,424,30
SC,0,23,0,0,0,0,1,0,1,12,0,1,4,1,1,1,332,379,45
SC,0,35,0,0,0,0,1,0,1,14,0,1,1,0,0,1,482,519,35
SC,0,44,0,0,0,0,1,0,1,17,1,1,9.9,0,1,1,512,544,30
SC,0,45,1,0,0,0,0,0,1,12,0,1,6.6,0,1,1,245,289,45
SC,0,52,0,1,0,0,0,0,1,17,1,1,10.78,0,1,1,362,389,25
SC,0,29,0,0,0,0,1,0,1,16,1,0,5.86,0,1,1,497,504,8
